time	distance
1991.11315079778	0
1992.81649325789	0.0523157500724702
1994.519835718	0.232648915114586
1996.22317817811	0.6889623610597
1997.92652063822	1.17838285616726
1999.62986309834	1.95993749552622
2001.33320555845	5.23095817469264
2003.03654801856	17.0378299399085
2004.73989047867	33.5876000886044
2006.44323293878	56.1571892645938
2008.14657539889	91.9097959844946
2009.849917859	149.825477098719
2011.55326031911	190.360514472823
2013.25660277922	194.393662320756
2014.95994523933	195.977526153785
2016.66328769944	204.295698624917
2018.36663015956	204.319916302352
2020.06997261967	233.292782650999
2021.77331507978	233.292782650999
2023.47665753989	233.292782650999
2025.18	233.292782650999
