time	diffusion_coefficient	number_of_branches
1991.96482202784	NA	0
1993.66816448795	1.0315798321132	0
1995.37150694806	0.0307309725546987	0
1997.07484940817	0.289055858097563	0
1998.77819186828	0.366879724262329	0
2000.48153432839	1.23666251157904	0
2002.1848767885	0.835447540259109	0
2003.88821924861	4.79405899145697	0
2005.59156170872	1.70065403449606	0
2007.29490416883	7.15110713163969	0
2008.99824662895	63.3632702177288	0
2010.70158908906	7.8548418111943	6
2012.40493154917	4.18060654846064	1
2014.10827400928	1.62569643948857	13
2015.81161646939	2.88603821119898	62
2017.5149589295	5.50251416545902	63
2019.21830138961	18.5734252072336	48
2020.92164384972	9.19362300337083	55
2022.62498630983	75.0268202308495	41
2024.32832876994	1.09445177154111	4
