time	tree_1	tree_2	tree_3	tree_4	tree_5	tree_6	tree_7	tree_8	tree_9	tree_10	tree_11	tree_12	tree_13	tree_14	tree_15	tree_16	tree_17	tree_18	tree_19	tree_20	tree_21	tree_22	tree_23	tree_24	tree_25	tree_26	tree_27	tree_28	tree_29	tree_30	tree_31	tree_32	tree_33	tree_34	tree_35	tree_36	tree_37	tree_38	tree_39	tree_40	tree_41	tree_42	tree_43	tree_44	tree_45	tree_46	tree_47	tree_48	tree_49	tree_50	tree_51	tree_52	tree_53	tree_54	tree_55	tree_56	tree_57	tree_58	tree_59	tree_60	tree_61	tree_62	tree_63	tree_64	tree_65	tree_66	tree_67	tree_68	tree_69	tree_70	tree_71	tree_72	tree_73	tree_74	tree_75	tree_76	tree_77	tree_78	tree_79	tree_80	tree_81	tree_82	tree_83	tree_84	tree_85	tree_86	tree_87	tree_88	tree_89	tree_90	tree_91	tree_92	tree_93	tree_94	tree_95	tree_96	tree_97	tree_98	tree_99	tree_100
1991.96482202784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1993.66816448795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995.37150694806	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997.07484940817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998.77819186828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
2000.48153432839	2	0	2	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
2002.1848767885	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	3	0	0	2	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	2	2	2	0	0	0	0	0	0	3	2	2	0	0	0	0	2	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	3	0	0	2	0	0	3	2	0	0	4	0	2	2	0	0	0
2003.88821924861	0	3	0	3	0	0	3	0	0	4	0	0	2	2	2	0	0	3	0	0	0	0	0	3	0	0	0	0	0	3	0	2	0	2	0	0	0	3	0	0	2	0	0	0	0	0	0	3	0	0	0	0	3	2	3	0	4	0	0	0	6	3	0	0	0	0	0	0	2	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0
2005.59156170872	3	0	0	0	0	0	3	3	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	2	0	3	3	0	3	3	0	3	0	0	2	2	0	0	3	0	3	0	0	3	3	0	0	2	3	0	0	3	0	0	0	0	0	0	0	3	2	2	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	2	0	3	0	3	3	0	0	0	2	2	3
2007.29490416883	0	0	0	0	3	0	3	0	6	0	0	3	0	0	0	0	0	0	0	0	3	3	3	0	2	2	4	6	0	0	0	0	3	3	3	3	0	0	0	0	0	0	0	0	0	0	3	0	3	3	0	0	3	0	0	0	3	0	3	0	0	0	0	3	0	0	3	0	6	0	0	0	3	3	3	0	0	0	3	0	0	0	0	3	0	3	3	3	0	0	0	0	0	0	3	3	0	3	3	3
2008.99824662895	3	0	0	0	0	3	0	0	0	6	0	0	0	3	3	3	0	3	3	0	6	0	0	0	3	0	0	0	0	0	3	0	3	0	0	3	0	0	0	3	0	0	3	3	3	3	3	6	0	3	0	0	0	0	0	3	0	0	0	3	0	3	0	3	3	3	0	3	0	6	3	3	3	0	3	3	0	0	3	0	3	3	3	0	3	0	0	0	3	3	0	3	3	3	0	3	6	0	3	0
2010.70158908906	6	6	6	6	6	6	6	6	3	6	3	3	6	9	6	7	5	5	9	6	4	6	6	6	9	6	6	8	6	6	9	5	4	6	6	6	6	3	6	7	6	9	6	8	6	8	5	6	9	6	6	6	6	6	4	9	6	5	7	6	6	5	6	6	4	6	9	4	6	6	9	5	6	4	6	11	6	3	4	6	4	9	9	8	9	6	9	5	9	5	9	9	8	5	4	6	5	6	7	9
2012.40493154917	1	4	4	1	6	4	1	4	1	1	4	4	1	6	1	4	4	1	4	1	1	1	4	4	1	4	4	1	1	8	1	6	4	4	1	6	1	1	1	1	1	1	1	1	6	6	1	1	1	1	4	4	1	4	1	1	1	6	6	1	8	1	1	4	4	4	1	6	1	4	4	4	1	4	1	1	1	4	8	4	1	6	1	1	1	4	1	4	4	6	1	1	1	4	4	4	1	1	1	4
2014.10827400928	16	14	18	8	14	12	12	19	8	12	14	14	10	10	16	11	16	18	11	14	8	14	10	15	15	13	8	12	14	11	12	14	22	14	12	11	16	14	13	18	11	12	14	15	16	7	12	16	18	9	16	22	10	5	12	12	12	8	14	10	21	10	13	14	6	14	12	16	14	14	10	17	12	14	12	13	12	12	10	15	14	12	13	12	10	10	11	16	15	14	10	12	14	11	12	14	19	15	11	10
2015.81161646939	59	64	63	66	62	64	57	56	68	58	68	56	63	62	57	65	66	56	61	58	64	64	61	61	61	66	66	68	63	63	63	62	59	59	56	57	65	51	64	67	63	58	58	63	70	63	57	52	69	58	57	60	53	62	68	62	59	69	63	62	61	59	60	62	66	61	57	67	66	64	66	57	62	65	62	68	59	58	67	62	60	53	58	64	56	64	62	64	61	60	72	63	64	62	67	66	71	56	50	60
2017.5149589295	65	70	62	75	76	68	59	59	50	68	55	66	61	60	56	63	61	74	63	64	63	66	69	76	65	59	57	60	56	63	61	68	62	66	62	58	57	68	58	66	71	64	60	58	59	67	64	64	62	62	61	64	69	66	64	65	55	66	60	58	56	63	65	57	58	59	70	64	61	60	57	69	61	62	60	67	57	72	61	71	59	56	62	65	59	67	68	67	62	61	54	73	64	64	63	63	62	61	67	74
2019.21830138961	44	42	48	44	39	52	49	43	54	48	49	52	51	53	49	44	48	41	53	45	39	39	42	42	46	48	50	49	47	48	44	53	51	52	47	46	49	53	49	49	49	48	49	50	49	47	49	51	44	49	46	46	51	48	48	49	49	51	49	44	49	49	53	43	49	43	48	45	46	52	53	50	51	44	49	48	52	47	44	50	50	50	51	44	51	47	50	45	48	47	46	52	44	48	48	47	49	47	39	42
2020.92164384972	56	59	53	51	54	62	53	52	66	53	58	54	59	60	60	50	51	55	53	52	61	59	58	53	52	55	50	58	54	50	54	46	48	64	62	50	57	53	57	56	56	49	55	52	50	53	55	51	57	62	58	57	55	57	56	59	52	53	55	62	63	48	52	57	56	58	57	52	66	62	53	56	60	55	57	56	59	54	53	50	51	55	57	53	62	55	52	50	58	56	51	59	56	57	55	59	56	52	57	59
2022.62498630983	43	41	41	40	44	30	46	33	34	35	40	44	40	43	44	44	44	44	43	42	36	41	40	44	41	43	35	43	41	41	40	41	36	39	41	41	45	39	44	36	40	43	42	41	44	36	36	43	40	41	35	39	42	36	43	34	38	42	40	34	37	36	39	37	42	41	40	41	37	33	44	43	42	32	39	40	42	42	43	36	36	38	44	41	45	44	41	34	35	42	48	31	37	42	42	41	43	40	42	39
2024.32832876994	4	6	4	4	4	4	4	5	4	4	4	5	4	4	4	5	4	4	6	4	5	4	5	4	4	4	4	4	4	4	4	4	4	4	5	4	4	5	4	4	5	4	4	4	4	5	5	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	4	5	5	4	4	4	4	7	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	6	4	4	4	4	4	4	5	4
