time	95%HPD_lower_value	95%HPD_higher_value
1991.11315079778	0	0
1992.81649325789	0	0
1994.519835718	0	0
1996.22317817811	0	0.557045100947172
1997.92652063822	0	2.5449938947648
1999.62986309834	0	7.26443782745211
2001.33320555845	0	32.1650656383606
2003.03654801856	0	151.261878033829
2004.73989047867	0	184.641771483446
2006.44323293878	0	196.162319747963
2008.14657539889	8.13338885739691	205.256952219574
2009.849917859	33.2510602451565	205.256952219574
2011.55326031911	161.447470892859	210.426208789939
2013.25660277922	169.952300568916	206.088345652388
2014.95994523933	172.577676667068	208.504988115008
2016.66328769944	181.660136011684	221.96547393578
2018.36663015956	181.660136011684	221.96547393578
2020.06997261967	200.146161396131	255.817906345197
2021.77331507978	200.146161396131	255.817906345197
2023.47665753989	200.146161396131	255.817906345197
2025.18	200.146161396131	255.817906345197
