time	95%HPD_lower_value	95%HPD_higher_value
2011.80464594572	0.0118064837939593	2.85099863296791
2012.49056153825	0.102225622643304	9.48906070106589
2013.17647713078	0.0396116655066022	11.7927950316717
2013.8623927233	0.200229068418432	24.5622862825288
2014.54830831583	0.393486647624804	6.35516204441494
2015.23422390836	1.09539581950863	3.43532230141418
2015.92013950089	1.91996115662671	5.22477874204362
2016.60605509341	3.95782420991404	10.1780001019113
2017.29197068594	3.50314751205528	7.35245390230022
2017.97788627847	2.41248560891765	5.7268157055814
2018.66380187099	1.86707373650148	4.87801154844517
2019.34971746352	4.10694352534644	11.1018175489647
2020.03563305605	2.32400648263772	19.5786822782261
2020.72154864857	2.83208211786417	12.0051279492826
2021.4074642411	3.17142558318676	19.608266733339
2022.09337983363	9.7762652195548	93.0084867989231
2022.77929542616	11.4531613798426	82.5634913087161
2023.46521101868	0.945800695660441	5.65591944980411
2024.15112661121	0.222306054220768	3.21470540233295
2024.83704220374	0.000286577458055831	0.991829701112916
