time	distance
1991.11315079778	0
1992.81649325789	0
1994.519835718	0
1996.22317817811	0
1997.92652063822	0
1999.62986309834	0
2001.33320555845	0
2003.03654801856	2.0021131397927
2004.73989047867	12.7410074136336
2006.44323293878	21.8669429780417
2008.14657539889	58.5906720939562
2009.849917859	189.35218649862
2011.55326031911	202.235718458714
2013.25660277922	207.694930488244
2014.95994523933	220.371577392839
2016.66328769944	233.092746639712
2018.36663015956	237.8933240511
2020.06997261967	267.489687334423
2021.77331507978	270.71213022728
2023.47665753989	273.161079830276
2025.18	273.161079830276
