time	distance
2011.46168814946	0
2012.14760374199	0.0373718288017376
2012.83351933451	0.49547769252097
2013.51943492704	2.83447059070325
2014.20535051957	7.64032368620053
2014.8912661121	10.2996681759515
2015.57718170462	11.5083407123476
2016.26309729715	12.6102272251495
2016.94901288968	16.3981595502995
2017.6349284822	16.4137372772866
2018.32084407473	16.465788384197
2019.00675966726	16.5139350262888
2019.69267525978	16.5429562742826
2020.37859085231	16.5720252318403
2021.06450644484	16.925006629021
2021.75042203737	18.3035659734096
2022.43633762989	46.394672439742
2023.12225322242	46.394672439742
2023.80816881495	46.394672439742
2024.49408440747	46.394672439742
2025.18	46.394672439742
