time	diffusion_coefficient	number_of_branches
1991.96482202784	NA	0
1993.66816448795	1.52556788177028	0.07
1995.37150694806	0.0307309725546987	0.02
1997.07484940817	0.289055858097563	0.04
1998.77819186828	0.502297370362217	0.12
2000.48153432839	36.8430823604795	0.32
2002.1848767885	4.06331234029723	0.62
2003.88821924861	68.250350306604	0.74
2005.59156170872	18.0825492366524	0.91
2007.29490416883	124.410432784478	1.19
2008.99824662895	355.562214842539	1.56
2010.70158908906	50.9484754114575	6.26
2012.40493154917	9.87098064150577	2.78
2014.10827400928	2.60817864542185	13
2015.81161646939	3.12719857870062	61.77
2017.5149589295	7.2845670279528	63.15
2019.21830138961	18.8797154701561	47.67
2020.92164384972	8.71868668649435	55.46
2022.62498630983	58.7459873890833	40.02
2024.32832876994	1.27023361620622	4.24
