time	95%HPD_lower_value	95%HPD_higher_value
1991.11315079778	0	0
1992.81649325789	0	0
1994.519835718	0	0
1996.22317817811	0	0.557045100947172
1997.92652063822	0	2.5449938947648
1999.62986309834	0	7.26443782745211
2001.33320555845	0	32.1914622050739
2003.03654801856	0	151.58495323012
2004.73989047867	0	185.671316438362
2006.44323293878	0	201.392285580137
2008.14657539889	13.1141511387315	212.941143641633
2009.849917859	31.4554899236802	227.925489672587
2011.55326031911	171.712322107658	254.611362399244
2013.25660277922	192.296140464269	261.851452252048
2014.95994523933	205.056757116004	286.382770007511
2016.66328769944	219.996927293742	318.802745376648
2018.36663015956	225.745443206408	352.030502964579
2020.06997261967	241.748891938687	385.902371313745
2021.77331507978	245.522564645086	383.64975976947
2023.47665753989	251.880652861735	385.902371313745
2025.18	251.880652861735	385.902371313745
