null_raster,layer_C
1,1.66638293852171
1,1.45957995112032
1,1.52804681465487
1,1.59627803641375
1,1.54892898826469
1,1.48467275754584
1,1.50169055453746
1,1.56697284280237
1,1.68327179337524
1,1.54143724425254
1,1.58042683536282
1,1.66395551271406
1,1.58426293171307
1,1.50606243520873
1,1.52254048834075
1,1.51072346551778
1,1.5346205307762
1,1.63586075598876
1,1.57688959303976
1,1.56215793484307
1,1.49657584457267
1,1.50280057448169
1,1.54308518574099
1,1.59248813305292
1,1.55291996758953
1,1.47013439217659
1,1.57972339029605
1,1.60301011007394
1,1.76702577831802
1,1.62802938064211
1,1.50257933953516
1,1.61740749565815
1,1.49705580436329
1,1.56745607372844
1,1.53163242014602
1,1.63301616154433
1,1.58473963379453
1,1.72189128683696
1,1.66496555146097
1,1.53985156093441
1,1.58124252350257
1,1.55787583491574
1,1.56935778005945
1,1.5044336306764
1,1.54640134066752
1,1.52308211513754
1,1.539776807759
1,1.60559490988754
1,1.57624514802731
1,1.62077820382427
1,1.4679750696384
1,1.53601055316729
1,1.53434750854766
1,1.48654774443744
1,1.48850712719224
1,1.53279487671706
1,1.64359591472639
1,1.46866256629241
1,1.53712599757588
1,1.62508482086781
1,1.5352909064537
1,1.54742890657418
1,1.48221441015042
1,1.54692776007864
1,1.514921252638
1,1.53652101694114
1,1.59517298338763
1,1.64144720559234
1,1.60003925427642
1,1.59729796933801
1,1.54321667724909
1,1.52567694333633
1,1.51357524671652
1,1.61024532545956
1,1.48317189453399
1,1.59418775937329
1,1.71437214625167
1,1.62881142816446
1,1.70867511843659
1,1.73019607726218
1,1.53808770065045
1,1.55619220115219
1,1.53093948990819
1,1.61098436568784
1,1.5901591322121
1,1.56255926288435
1,1.48447747564153
1,1.52504360146897
1,1.52681781651624
1,1.58046091620019
1,1.61885807701345
1,1.48490448860585
1,1.55865524165053
1,1.58589722719616
1,1.58927025078913
1,1.51990319844399
1,1.70357623319984
1,1.57017940628651
1,1.58994514868935
1,1.51357972866032
