null_raster,layer_C
NA,1.94727708577296
NA,2.22434296054645
NA,2.0016082028887
NA,1.82676561578549
NA,2.30448988639454
NA,2.37159640105511
NA,1.9031272080978
NA,1.63679126993381
NA,1.64945810077133
NA,1.85995711360775
NA,1.95790491494709
NA,2.07911341344944
NA,1.68448357289155
NA,1.58160639094004
NA,1.74641132761594
NA,1.95249456187564
NA,2.4808333510018
NA,1.52184603523476
NA,1.56619727774285
NA,1.98911412543404
NA,1.96002525599743
NA,2.6240169700909
NA,1.7691062847502
NA,1.97954856454309
NA,1.90984128725814
NA,1.9042372398409
NA,1.75679088289827
NA,2.4116328067747
NA,1.89188158023886
NA,1.91696000139868
NA,1.37132999148385
NA,1.73231939732418
NA,1.35295017628133
NA,1.5401436045715
NA,1.90295253434686
NA,2.08454082362074
NA,1.61501865582255
NA,2.06595389427992
NA,1.86071170881747
NA,2.50566189118213
NA,2.11036372306811
NA,1.73760474704638
NA,1.62958629709055
NA,2.51319831874183
NA,1.74811679796147
NA,2.06027824439286
NA,2.12431779859823
NA,1.46720176874167
NA,1.76579577849587
NA,1.73783989774489
NA,1.38388906892249
NA,1.75797033677362
NA,1.87266221550951
NA,2.13935430017348
NA,1.67081573920852
NA,1.82279782653262
NA,1.69830659794726
NA,1.83505810242871
NA,2.04471551476892
NA,1.9728961267569
NA,1.70574536461879
NA,2.13107745151064
NA,2.06032145674318
NA,2.07651050017555
NA,2.30340281566255
NA,2.08612819214323
NA,2.12029125015077
NA,2.38667121926265
NA,1.76111389142254
NA,1.83981236133966
NA,1.80662807995142
NA,1.48420599336917
NA,2.23593488528867
NA,1.77986602286837
NA,1.80963961622414
NA,1.82499850691382
NA,1.7468326527104
NA,1.81497964395191
NA,2.11068975396531
NA,1.56348975892767
NA,1.59186754780011
NA,1.55739867117625
NA,1.70957307888786
NA,1.6335646459267
NA,2.02221579803949
NA,1.70665547831473
NA,1.5653386526954
NA,2.0135753227989
NA,1.74670565372441
NA,1.62460115053548
NA,1.60407985802803
NA,1.65393825561927
NA,1.87086094605638
NA,1.56891181770038
NA,2.4055580454068
NA,1.58045913212942
NA,2.18059664211989
NA,1.61258088077701
NA,1.97652924630422
NA,2.09113087955188
