LR1_coefficients_null_raster	LR1_coefficients_layer_R	LR1_R2_null_raster	LR1_R2_layer_R	LR1_Q_layer_R	LR2_coefficients_null_raster	LR2_coefficients_layer_R	LR2_R2_null_raster	LR2_R2_layer_R	LR2_Q_layer_R
0.00900567904249643	8.6175127392502e-05	0.0852539411500502	0.0561227726385893	-0.029131168511461	0.000249312213201075	2.85640540000926e-08	0.0318336213661083	0.0209133014976597	-0.0109203198684486
0.00709261107629482	5.14725051848837e-05	0.0449666710408697	0.0156562790113598	-0.0293103920295099	0.000224017770843076	2.20100585303538e-08	0.0165605544880432	0.00748539963170256	-0.00907515485634066
0.00769847013371499	4.72875698960329e-05	0.0335535666281145	0.0084308707671231	-0.0251226958609914	0.000196993991523941	2.36412722690066e-08	0.00738478822588077	0.00415897466625442	-0.00322581355962636
0.0079298758932325	6.22729063771146e-05	0.055084576564951	0.0237222639882553	-0.0313623125766957	0.000188869855617948	3.21220558707943e-08	0.012215939462694	0.0125203195644886	0.000304380101794691
0.0101198371814072	5.9977885955629e-05	0.06595186519419	0.0163123326543777	-0.0496395325398124	0.000253950686140568	2.92918601712492e-08	0.0153472086003539	0.00849304891946564	-0.00685415968088822
0.0103815247285852	0.000110269300387857	0.102746853337434	0.0708277414723361	-0.0319191118650979	0.000359120810372496	6.96849490468528e-08	0.0473112432349294	0.0566503028857181	0.00933905965078871
0.00913742416651822	7.19940625770009e-05	0.0841101821855359	0.0349414203582791	-0.0491687618272568	0.000246866085276892	3.52043074404782e-08	0.0239262214007748	0.0168711082768144	-0.00705511312396049
0.00542119302342565	5.61875556916629e-05	0.0269398561823459	0.018913775739859	-0.00802608044248689	0.00017305460116603	2.72644454869627e-08	0.0112881689540197	0.0132228553928353	0.00193468643881566
0.01539722801696	0.000147993768768652	0.165467990766538	0.102711848294181	-0.0627561424723576	0.000652824867390547	9.93711216698091e-08	0.0927988747130182	0.0735875206033175	-0.0192113541097006
0.010737504343198	9.22977598434592e-05	0.0585023553875123	0.0327676474989249	-0.0257347078885874	0.000323571059226193	4.8870630531074e-08	0.0190144301448975	0.0197293220196267	0.000714891874729187
0.00549878992216957	4.11224995592721e-05	0.0245849513592039	0.00943311615274181	-0.0151518352064621	9.87359729298432e-05	7.98132887530222e-09	0.00381890307275877	0.0012796951627532	-0.00253920791000557
0.0115261337160456	0.000105922397174409	0.122926690580589	0.0674549551231992	-0.0554717354573899	0.000367525632975245	2.87016912181591e-08	0.055723259915491	0.0175434076303899	-0.038179852285101
