group,date,decimal-date,root-to-tip-distance,label
"miraflores","2019-01-17","2019.0438356164384","0.00716997281637494","9_2019"
"miraflores","2025-03-08","2025.1808219178083","0.008200675816374943","40_2025"
"miraflores","2019-08-21","2019.6356164383562","0.0072504208163749395","272_2019"
"mmelgar","2015-07-13","2015.5287671232877","0.00631982481637494","367_2015"
"mmelgar","2015-11-10","2015.8575342465754","0.006629608816374939","696_2015"
"mmelgar","2016-07-21","2016.551912568306","0.006703808816374939","386_2016"
"mmelgar","2017-04-28","2017.3205479452056","0.00732933781637494","159_2017"
"mmelgar","2015-11-13","2015.8657534246574","0.00662841281637494","699_2015"
"mmelgar","2017-10-04","2017.7561643835616","0.00671446781637494","319_2017"
"mmelgar","2015-12-02","2015.9178082191781","0.00678078481637494","711_2015"
"mmelgar","2015-09-26","2015.7342465753425","0.0066244458163749395","609_2015"
"mmelgar","2015-10-13","2015.7808219178082","0.00678073781637494","653_2015"
"mmelgar","2015-11-25","2015.8986301369864","0.00678071681637494","704_2015"
"mmelgar","2016-10-11","2016.775956284153","0.00693667481637494","481_2016"
"mmelgar","2017-11-23","2017.8931506849315","0.00740196981637494","375_2017"
"mmelgar","2015-09-07","2015.682191780822","0.007480126816374941","560_2015"
"mmelgar","2019-06-13","2019.4465753424658","0.00701359481637494","183_2019"
"mmelgar","2023-06-21","2023.468493150685","0.008420926816374944","273_2023"
"mmelgar","2024-02-02","2024.0874316939892","0.008733962816374945","41_2024"
"mmelgar","2023-04-26","2023.3150684931506","0.008424342816374943","183_2023"
"mollebaya","2022-04-15","2022.2849315068493","0.008346132816374943","103_2022"
"mollebaya","2023-05-24","2023.3917808219178","0.008427629816374942","232_2023"
"paucarpata","2018-11-14","2018.868493150685","0.00685730081637494","435_2018"
"paucarpata","2024-04-27","2024.3196721311476","0.008577593816374945","162_2024"
"paucarpata","2020-02-06","2020.0983606557377","0.007921294816374939","42_2020"
"paucarpata","2023-04-20","2023.2986301369863","0.008502431816374943","175_2023"
"pedregal","2021-03-05","2021.172602739726","0.00760877381637494","73_2021"
"pedregal","2021-03-05","2021.172602739726","0.00760878581637494","71_2021"
"pedregal","2021-02-26","2021.1534246575343","0.00755687781637494","68_2021"
"pedregal","2021-03-18","2021.2082191780821","0.00770577081637494","107_2021"
"pedregal","2021-06-10","2021.4383561643835","0.007793188816374939","202_2021"
"pedregal","2021-08-09","2021.6027397260275","0.0076961688163749405","250_2021"
"pedregal","2021-08-09","2021.6027397260275","0.0076961688163749405","251_2021"
"pedregal","2021-04-12","2021.2767123287672","0.00734650481637494","147_2021"
"pedregal","2021-02-05","2021.0958904109589","0.00734650481637494","34_2021"
"pedregal","2021-02-22","2021.1424657534246","0.00734650481637494","52_2021"
"pedregal","2022-09-04","2022.6739726027397","0.008535871816374942","236_2022"
"puno","2010-11-19","2010.8821917808218","0.00582521181637494","3553_2010"
"puno","2012-05-08","2012.3497267759562","0.0077446768163749406","1203037"
"puno","2011-02-26","2011.1534246575343","0.00682537981637494","1101786"
"puno","2011-03-03","2011.1671232876713","0.00707021481637494","1101787"
"sachaca","2016-10-11","2016.775956284153","0.006703254816374939","485_2016"
"socabaya","2017-01-25","2017.0657534246575","0.006781396816374939","46_2017"
"socabaya","2023-05-22","2023.386301369863","0.00873680881637494","240_2023"
"socabaya","2023-05-22","2023.386301369863","0.00881556481637494","225_2023"
"socabaya","2023-06-14","2023.4493150684932","0.00912910081637494","270_2023"
"uchumayo","2016-12-16","2016.9562841530055","0.006859560816374939","571_2016"
"uchumayo","2017-03-02","2017.164383561644","0.006703258816374939","97_2017"
"yura","2020-02-10","2020.1092896174864","0.007524660816374941","41_2020"
"yura","2019-07-30","2019.5753424657535","0.00748281781637494","244_2019"
"yura","2019-07-24","2019.558904109589","0.00756106781637494","227_2019"
"yura","2019-08-01","2019.5808219178082","0.00779570981637494","236_2019"
"yura","2019-10-20","2019.8","0.00776004281637494","320_2019"
"yura","2018-10-08","2018.7671232876712","0.006937696816374939","375_2018"
"yura","2018-10-06","2018.7616438356165","0.00701587881637494","374_2018"
"yura","2020-11-28","2020.9071038251366","0.007329211816374939","140_2020"
"yura","2017-06-30","2017.4931506849316","0.00727090181637494","225_2017"
"yura","2019-02-16","2019.1260273972603","0.007969807816374939","47_2019"
"yura","2020-02-04","2020.0928961748634","0.007649857816374939","25_2020"
"yura","2020-01-15","2020.0382513661202","0.007876505816374939","10_2020"
"yura","2021-01-18","2021.0465753424658","0.008189741816374939","16_2021"
"yura","2021-02-05","2021.0958904109589","0.008267694816374939","29_2021"
"yura","2021-02-04","2021.0931506849315","0.00811142981637494","30_2021"
"yura","2021-03-12","2021.1917808219177","0.00818946381637494","90_2021"
"yura","2022-06-09","2022.4356164383562","0.008604012816374941","147_2022"
"yura","2016-06-11","2016.4426229508197","0.006781879816374939","291_2016"
"yura","2018-05-16","2018.3698630136987","0.00709407281637494","209_2018"
"yura","2023-02-03","2023.0904109589042","0.007954205816374939","30_2023"
"yura","2023-03-31","2023.2438356164384","0.00811043181637494","152_2023"
"yura","2023-08-24","2023.6438356164383","0.008320050816374939","321_2023"
